job_id,equipment_type,service_type,region,technician_level,urgency,equipment_age_years,estimated_hours,distance_km,parts_count,ambient_temp_c,prior_failures,job_cost
JOB-100555,Valve,,East,Mid,Routine,7.064,6.298,10.705,3,33.724,1,7049.68
JOB-100556,Valve,Repair,West,Senior,Routine,16.186,1.092,37.6,3,29.341,0,6903.56
JOB-100557,Compressor,Repair,West,Senior,Priority,3.581,6.713,15.882,2,19.339,0,7275.96
JOB-100558,Pump,Repair,West,Junior,Priority,7.708,8.536,13.8,0,24.035,1,7271.22
JOB-100559,Compressor,Preventive,South,Mid,Routine,,4.454,15.599,4,,2,7323.95
JOB-100560,Compressor,Preventive,North,Senior,Routine,4.688,7.27,35.231,2,,0,6608.78
JOB-100561,Pump,Repair,West,Mid,Priority,15.71,2.645,6.827,3,29.148,3,8610.37
JOB-100562,Motor,,West,Junior,Routine,6.383,20.0,10.192,4,41.889,4,13376.84
JOB-100563,Pump,Preventive,East,Mid,Routine,2.109,13.133,9.745,2,24.08,1,7426.6
JOB-100564,Motor,Repair,East,Junior,Routine,4.029,1.436,19.593,1,31.399,1,3934.21
JOB-100565,Pump,Preventive,East,Mid,Routine,7.408,,23.494,1,32.89,0,4882.74
JOB-100566,,Inspection,South,Mid,Priority,10.868,3.999,35.656,4,29.985,2,6549.82
JOB-100567,Motor,Overhaul,West,Mid,Priority,4.259,3.694,57.789,1,,0,8857.05
JOB-100568,Motor,,South,Mid,Routine,1.895,1.091,25.101,2,28.02,0,3659.98
JOB-100569,Pump,Overhaul,North,Junior,Routine,11.622,5.629,24.062,4,29.396,2,11204.47
JOB-100570,Motor,Preventive,East,Mid,Routine,8.934,6.853,25.858,2,24.383,0,6553.4
JOB-100571,Heat Exchanger,Inspection,West,Mid,Routine,3.421,4.116,19.48,2,39.4,0,4788.23
JOB-100572,Motor,Overhaul,West,Senior,Routine,12.8,4.477,18.104,,36.99,3,7869.57
JOB-100573,Compressor,Repair,West,Senior,Routine,8.455,3.661,9.619,3,28.724,6,6693.91
JOB-100574,,Inspection,North,,Routine,,8.512,37.051,2,26.619,2,6016.18
JOB-100575,Motor,,East,Mid,Routine,12.284,11.361,12.264,2,27.648,0,7200.74
JOB-100576,Heat Exchanger,Preventive,South,Junior,Routine,14.057,4.456,18.618,,21.093,1,6739.71
JOB-100577,Compressor,Repair,West,Senior,Priority,9.552,6.482,,4,30.019,2,10290.32
JOB-100578,Pump,Overhaul,West,Mid,Routine,17.151,,7.819,1,,0,8132.95
JOB-100579,Motor,Inspection,South,Junior,Priority,10.555,7.345,11.6,3,27.895,1,6011.34
JOB-100580,Motor,Repair,,Senior,Priority,1.443,8.258,16.064,,29.442,1,7897.11
JOB-100581,Heat Exchanger,Overhaul,North,Mid,Routine,8.109,4.026,32.565,2,21.887,1,9839.77
JOB-100582,Motor,Overhaul,East,Junior,Priority,10.36,2.219,31.428,4,39.369,1,9738.5
JOB-100583,Pump,Overhaul,North,Mid,Priority,7.694,6.789,22.702,3,20.76,1,10163.19
JOB-100584,,Repair,South,Junior,Routine,7.624,3.379,12.915,3,33.726,1,5749.12
JOB-100585,Motor,Overhaul,East,Junior,Routine,3.598,6.647,21.253,2,26.573,1,9612.54
JOB-100586,Compressor,Inspection,North,Junior,Routine,12.411,13.112,6.597,3,33.299,1,8328.52
JOB-100587,Compressor,Inspection,East,Junior,Priority,9.77,5.425,,1,29.668,0,6079.45
JOB-100588,Pump,Preventive,East,Mid,Priority,7.657,3.084,6.852,6,28.531,2,7963.14
JOB-100589,Motor,Repair,North,Mid,Priority,10.03,6.617,37.085,2,34.065,1,9583.45
JOB-100590,Valve,Overhaul,North,Junior,Routine,12.107,9.797,11.606,3,25.291,0,10519.96
JOB-100591,Motor,Repair,South,Mid,Routine,9.414,7.298,34.081,2,12.64,1,6397.72
JOB-100592,Pump,Repair,West,Senior,Routine,5.611,6.257,9.733,1,26.798,3,6836.6
JOB-100593,Valve,Repair,South,,,5.543,3.165,150.0,2,24.412,2,7702.77
JOB-100594,Motor,Inspection,West,Mid,Priority,11.058,15.15,19.132,2,33.588,1,7990.78
JOB-100595,Compressor,Preventive,South,Senior,Routine,,6.381,27.01,6,32.599,0,8098.19
JOB-100596,Pump,,West,Junior,Routine,4.627,,25.763,4,31.225,2,9324.54
JOB-100597,Valve,Inspection,South,Senior,Routine,12.308,9.423,,2,26.136,0,6277.58
JOB-100598,Motor,Repair,North,Mid,Routine,8.871,5.07,13.026,2,21.852,0,6269.43
JOB-100599,Pump,Preventive,South,Mid,Priority,3.902,2.182,25.393,2,27.638,0,5990.88
JOB-100600,,,South,Mid,Routine,8.164,6.019,44.241,2,,3,8787.21
JOB-100601,Pump,Repair,West,,Routine,8.67,1.916,8.997,1,27.74,3,6844.27
JOB-100602,,Overhaul,West,Mid,Routine,1.877,2.145,31.334,1,34.212,1,7368.97
JOB-100603,Valve,Repair,South,Junior,Routine,7.94,4.252,35.372,3,35.865,2,5313.18
JOB-100604,,Repair,North,Senior,Priority,7.879,6.17,14.685,4,38.1,0,7057.72
JOB-100605,Pump,Repair,West,Mid,Priority,25.0,1.71,18.07,2,30.679,1,6993.09
JOB-100606,Heat Exchanger,Inspection,South,Senior,Routine,22.293,10.271,19.399,1,30.099,2,7440.61
JOB-100607,Pump,Inspection,South,Senior,Routine,7.023,6.591,16.024,4,29.468,2,6767.86
JOB-100608,Compressor,Repair,West,Mid,Routine,3.454,3.215,34.238,3,25.768,1,7481.83
JOB-100609,Pump,Preventive,North,Mid,Routine,3.317,7.646,21.04,4,28.248,1,7131.12
JOB-100610,Valve,Preventive,South,Junior,Emergency,9.74,4.901,11.689,2,,2,7308.79
JOB-100611,Valve,Preventive,West,Mid,Priority,13.542,12.706,6.731,2,33.163,1,10777.2
JOB-100612,Pump,Inspection,East,Mid,Routine,9.034,4.283,,1,33.208,2,4965.96
JOB-100613,Valve,Repair,South,Mid,Routine,7.586,7.006,7.608,,33.286,2,7697.85
JOB-100614,Motor,Preventive,South,Mid,Routine,9.73,5.871,21.883,4,46.471,1,7061.69
JOB-100615,Compressor,Repair,South,Junior,Routine,1.833,9.888,,2,21.847,0,7240.93
JOB-100616,Compressor,Inspection,West,Senior,Routine,10.914,2.982,8.852,2,30.558,1,5026.52
JOB-100617,Motor,Repair,South,Senior,Priority,,4.755,25.131,5,23.129,1,8353.36
JOB-100618,Heat Exchanger,Preventive,West,Mid,Routine,,8.65,7.379,1,18.515,3,8833.47
JOB-100619,Pump,Overhaul,South,Junior,Routine,18.209,6.823,6.517,1,31.154,1,9163.05
JOB-100620,Motor,Inspection,,Senior,Priority,5.844,,50.402,2,35.045,1,10555.17
JOB-100621,Pump,Inspection,South,Mid,Priority,3.212,5.067,16.214,5,32.801,1,5384.07
JOB-100622,Compressor,Inspection,North,,Routine,2.1,4.203,26.295,1,34.594,3,5203.69
JOB-100623,Pump,Repair,South,Senior,Routine,6.775,3.551,29.514,4,25.927,3,6487.03
JOB-100624,Motor,Repair,West,Senior,Routine,8.889,13.754,,3,32.682,5,9545.97
JOB-100625,Compressor,Repair,West,Senior,Routine,7.739,6.188,30.027,1,27.36,3,7556.17
JOB-100626,Valve,Repair,North,Mid,Priority,1.008,5.927,50.382,5,28.481,3,8175.38
JOB-100627,Heat Exchanger,Inspection,North,,Priority,7.641,4.47,53.405,7,48.0,0,9277.82
JOB-100628,Compressor,Preventive,West,Senior,Priority,2.595,3.656,27.844,4,31.333,,6643.42
JOB-100629,Pump,Overhaul,West,Mid,Routine,5.292,7.203,9.118,5,34.142,3,10794.75
JOB-100630,Pump,,East,Senior,Routine,16.319,8.691,17.616,3,34.887,2,7826.96
JOB-100631,Valve,Overhaul,North,Senior,Emergency,5.576,4.378,30.933,2,22.526,1,10270.85
JOB-100632,Pump,Inspection,South,Mid,Routine,4.413,8.584,17.722,4,37.349,1,5596.32
JOB-100633,Valve,Overhaul,South,Mid,Routine,19.156,3.664,13.523,1,38.343,1,8397.39
JOB-100634,Motor,Preventive,West,Junior,Emergency,22.489,18.075,17.961,1,43.444,2,10991.88
JOB-100635,Motor,Inspection,South,Senior,Emergency,5.67,3.21,16.399,4,38.953,3,8286.76
JOB-100636,Pump,Preventive,North,Senior,Routine,8.698,8.989,4.456,4,36.219,1,7786.22
JOB-100637,Valve,Repair,East,Senior,Routine,,6.887,11.7,1,37.105,1,8146.45
JOB-100638,Motor,Inspection,North,Senior,Routine,,2.743,28.888,2,23.923,0,5010.49
JOB-100639,Valve,Repair,East,Senior,Routine,8.734,4.561,22.416,5,37.148,1,7138.25
JOB-100640,Valve,Inspection,South,Senior,Priority,,9.52,19.112,2,,1,6728.15
JOB-100641,Pump,Repair,West,Senior,Routine,,,10.671,1,31.698,0,7715.99
JOB-100642,Motor,Overhaul,North,Mid,Routine,3.844,2.805,33.706,2,33.826,1,7634.82
JOB-100643,Compressor,Inspection,South,Mid,Routine,9.677,3.636,12.472,5,30.961,1,5863.96
JOB-100644,Pump,Repair,West,Senior,Routine,19.646,10.241,69.991,5,28.645,1,11256.47
JOB-100645,Compressor,Preventive,North,Senior,Routine,9.635,2.332,28.15,1,,1,5636.71
JOB-100646,Pump,Preventive,North,Senior,Routine,,5.611,,6,37.761,2,7848.37
JOB-100647,Compressor,Overhaul,West,Mid,Routine,1.979,6.897,15.92,5,34.111,1,10692.05
JOB-100648,Heat Exchanger,Preventive,South,Senior,Routine,1.773,3.67,34.668,3,36.576,0,7390.87
JOB-100649,Valve,Preventive,North,Senior,Routine,4.609,1.554,16.266,3,25.667,2,5710.16
JOB-100650,Pump,Inspection,East,Mid,Routine,8.142,12.147,24.944,2,23.244,0,7366.24
JOB-100651,Pump,Repair,South,Junior,Routine,1.226,2.752,23.375,2,23.109,,5871.78
JOB-100652,Pump,Preventive,East,Mid,,4.423,7.175,19.966,0,26.975,3,7137.16
JOB-100653,Motor,Repair,South,Senior,Routine,7.325,3.265,31.215,5,42.218,1,7130.88
JOB-100654,Compressor,Repair,East,Mid,Routine,6.387,,25.937,0,28.427,2,6608.91
JOB-100655,Valve,Overhaul,West,Mid,Emergency,5.025,10.274,38.28,3,30.297,3,14481.75
JOB-100656,Valve,Repair,South,Mid,Routine,15.56,4.028,13.436,2,35.019,0,6096.01
JOB-100657,Compressor,Repair,,Mid,Routine,5.207,3.455,24.045,5,32.251,2,7290.0
JOB-100658,Motor,Repair,South,Junior,Routine,2.444,10.096,17.609,0,26.05,0,7747.32
JOB-100659,Compressor,Preventive,East,Senior,Routine,5.148,3.685,15.448,1,37.983,1,7049.62
JOB-100660,Compressor,Repair,East,Mid,Priority,7.466,,13.637,3,33.449,1,8933.35
JOB-100661,Pump,Repair,South,Mid,Emergency,2.105,1.493,31.569,3,33.475,3,9577.7
JOB-100662,Motor,Repair,West,Senior,Routine,9.185,8.255,33.147,2,35.628,4,8777.81
JOB-100663,Compressor,Inspection,South,Senior,Routine,5.041,1.792,15.857,2,25.898,3,4970.09
JOB-100664,Heat Exchanger,Inspection,West,Mid,Routine,3.738,0.997,26.227,1,27.685,1,4697.87
JOB-100665,Compressor,Inspection,North,Junior,Routine,8.4,3.061,,2,29.104,1,5874.36
JOB-100666,Valve,Repair,South,Senior,Routine,6.593,5.312,20.593,2,33.623,0,7751.39
JOB-100667,Motor,Overhaul,East,Senior,Priority,5.659,4.776,22.923,1,28.949,0,7475.11
JOB-100668,Valve,Repair,,Mid,Routine,1.933,2.152,81.447,3,22.404,2,7846.26
JOB-100669,Pump,Inspection,South,Senior,Priority,5.036,3.419,9.747,1,48.0,1,4783.14
JOB-100670,Motor,Overhaul,South,Mid,Routine,6.444,15.426,13.822,4,25.089,0,12379.92
JOB-100671,Compressor,Repair,West,Mid,Routine,6.6,,,3,18.841,1,7294.92
JOB-100672,Compressor,Repair,North,Senior,Routine,5.368,8.826,13.692,3,28.414,0,7935.88
JOB-100673,Compressor,Repair,West,,Routine,11.646,5.384,12.912,0,27.259,0,6730.73
JOB-100674,Valve,Preventive,North,Junior,,8.85,8.139,6.163,3,26.474,1,6035.15
JOB-100675,Valve,Preventive,East,Mid,Routine,11.544,8.445,,1,38.545,2,6225.81
JOB-100676,Motor,Repair,West,Junior,Priority,3.488,,42.417,3,32.116,3,9505.76
JOB-100677,Compressor,Preventive,North,Mid,Priority,,4.315,44.039,5,21.233,1,8303.37
JOB-100678,Compressor,Inspection,South,Mid,Priority,10.64,18.344,,0,28.15,1,11345.82
JOB-100679,Valve,Preventive,East,Mid,Emergency,4.785,12.236,6.603,2,25.936,,7309.45
JOB-100680,Pump,Repair,South,Senior,Priority,9.705,5.152,57.562,3,34.294,3,7793.07
JOB-100681,Pump,Repair,West,Junior,Routine,3.918,1.331,21.196,1,38.107,2,4525.0
JOB-100682,Valve,Repair,North,Senior,Emergency,2.473,,15.388,6,28.98,1,9126.24
JOB-100683,Valve,Inspection,West,Senior,Routine,6.788,6.855,19.459,5,34.36,3,7123.31
JOB-100684,Valve,Overhaul,East,Junior,Routine,13.306,7.207,21.547,4,28.916,1,10101.22
JOB-100685,Motor,Overhaul,South,Mid,Routine,15.818,4.172,12.865,3,28.65,2,9230.49
JOB-100686,Compressor,Inspection,West,Mid,Priority,11.71,5.33,25.522,3,28.554,2,7827.76
JOB-100687,Motor,Overhaul,South,Mid,,5.408,8.946,19.955,1,34.373,3,9985.73
JOB-100688,Valve,Repair,West,,Routine,5.899,3.846,5.381,0,37.87,2,3228.06
JOB-100689,Compressor,Repair,East,Senior,Routine,2.234,1.293,30.213,3,31.678,1,6776.39
JOB-100690,Compressor,Overhaul,West,Mid,Priority,1.017,8.533,24.688,3,46.265,0,10233.76
JOB-100691,Motor,Inspection,North,Junior,Priority,21.202,7.437,14.389,2,33.285,0,6963.53
JOB-100692,Heat Exchanger,Repair,South,Mid,Routine,4.508,,10.942,1,34.38,0,5572.42
JOB-100693,Pump,Preventive,North,Mid,Routine,8.511,7.847,29.19,1,30.119,1,4178.81
JOB-100694,Motor,Repair,North,,Emergency,10.144,8.357,,4,22.264,1,10342.11
JOB-100695,Pump,Overhaul,West,Junior,Routine,7.009,,59.778,2,29.545,1,9679.48
JOB-100696,Valve,Preventive,North,Mid,Routine,4.671,20.0,,1,27.737,3,11014.18
JOB-100697,Motor,Inspection,North,Senior,Emergency,17.031,4.436,25.524,2,26.493,4,7739.25
JOB-100698,Pump,Inspection,South,Mid,Routine,7.23,2.596,23.841,4,40.057,1,6618.45
JOB-100699,Compressor,Inspection,South,Senior,Routine,10.096,2.905,24.962,1,34.152,1,5607.2
JOB-100700,Motor,,East,Senior,Routine,11.855,2.155,14.85,,24.169,2,5427.15
JOB-100701,Compressor,Repair,West,,Routine,25.0,5.729,71.154,,21.615,2,9531.41
JOB-100702,Pump,Inspection,West,Senior,Priority,9.899,7.033,20.629,1,27.822,2,5443.31
JOB-100703,Valve,Overhaul,West,Senior,Routine,19.4,8.037,22.44,1,30.135,1,9172.7
JOB-100704,Pump,Repair,East,Mid,Routine,6.354,0.801,14.634,1,32.416,1,5006.7
JOB-100705,Pump,Repair,North,Mid,Emergency,1.857,2.809,59.104,4,43.042,4,10370.21
JOB-100706,Valve,,West,Mid,Routine,7.448,4.854,21.476,5,29.092,0,7429.88
JOB-100707,Motor,Inspection,West,Mid,Priority,7.694,4.591,9.911,6,26.712,4,7677.96
JOB-100708,Pump,Repair,West,Mid,Routine,5.119,7.624,17.523,2,38.35,2,7938.78
JOB-100709,Valve,Repair,East,Junior,Priority,7.278,3.738,28.161,3,28.523,1,6454.3
JOB-100710,Pump,Overhaul,West,Mid,Routine,10.562,9.684,18.447,1,26.127,2,10146.44
JOB-100711,Motor,Preventive,North,Mid,Routine,12.237,11.986,21.787,1,34.056,0,7340.19
JOB-100712,Compressor,Repair,West,Mid,Priority,18.517,4.487,25.533,3,33.541,3,10123.61
JOB-100713,Pump,Inspection,North,Mid,Routine,11.364,4.304,12.224,2,30.18,1,5223.27
JOB-100714,Motor,Repair,South,Junior,Routine,16.234,2.148,32.798,6,33.157,1,7368.25
JOB-100715,Heat Exchanger,Repair,West,Senior,Emergency,4.771,4.268,27.967,0,31.033,1,9117.96
JOB-100716,Pump,Preventive,West,Mid,Priority,1.43,2.461,11.819,1,25.855,4,4807.14
JOB-100717,Motor,Preventive,South,Mid,Routine,3.376,3.89,5.871,1,27.267,0,3325.37
JOB-100718,Compressor,Inspection,East,Senior,Routine,21.367,7.992,71.647,4,37.157,0,9179.23
JOB-100719,Motor,Repair,West,Mid,Routine,4.057,3.676,12.475,4,38.83,2,7226.82
JOB-100720,Motor,Inspection,West,Mid,Routine,3.637,4.945,11.92,,,2,3692.95
JOB-100721,Compressor,Repair,North,Mid,Routine,2.433,14.031,21.075,2,24.451,1,7853.53
JOB-100722,Compressor,Overhaul,West,Senior,Priority,4.124,10.045,6.127,1,26.915,1,11999.18
JOB-100723,,Repair,South,Junior,Priority,5.907,4.511,12.98,2,30.817,3,6643.05
JOB-100724,Compressor,Preventive,East,Mid,Routine,,8.123,5.832,1,31.801,3,5327.3
JOB-100725,Motor,Overhaul,East,Junior,Routine,5.421,2.15,7.61,0,23.734,0,6151.97
JOB-100726,Pump,Repair,East,Senior,Priority,2.771,8.827,13.26,2,31.684,0,7558.14
JOB-100727,Motor,,West,Mid,Routine,6.666,11.521,6.377,0,33.082,2,7381.93
JOB-100728,Compressor,Inspection,,Junior,Priority,3.651,6.715,,2,43.96,1,6496.59
JOB-100729,Motor,Inspection,,Senior,Routine,4.596,9.32,73.72,6,21.514,3,8763.13
JOB-100730,,,South,Senior,Priority,8.596,3.404,10.517,1,33.608,4,5294.7
JOB-100731,Heat Exchanger,Preventive,South,Junior,Routine,5.212,2.03,62.424,1,22.934,4,5064.88
JOB-100732,Motor,Repair,West,Mid,Routine,5.715,1.87,37.41,4,31.328,0,7070.41
JOB-100733,Motor,,North,Senior,Routine,7.316,7.556,18.958,1,30.074,1,4722.18
JOB-100734,Valve,Inspection,South,Mid,Priority,18.783,1.286,17.533,3,31.596,2,5669.25
JOB-100735,Motor,Repair,West,Senior,Emergency,,,,7,36.711,2,13459.33
JOB-100736,Compressor,Inspection,West,Junior,Routine,17.499,3.299,9.818,3,37.264,0,7016.44
JOB-100737,Valve,Preventive,,Mid,Priority,8.543,9.213,22.704,1,25.246,1,6489.96
JOB-100738,Heat Exchanger,Inspection,West,Mid,Routine,8.608,2.16,16.362,,26.981,0,5739.09
JOB-100739,Motor,Repair,South,Mid,Routine,6.977,2.994,26.245,2,36.789,3,6249.26
JOB-100740,Valve,Preventive,South,Mid,Routine,3.965,10.505,44.272,3,35.992,,6273.32
JOB-100741,Compressor,Repair,East,Senior,Priority,3.095,10.444,28.535,4,30.588,0,9284.76
JOB-100742,Heat Exchanger,Repair,North,Mid,Priority,4.84,6.7,17.805,3,34.412,1,8779.35
JOB-100743,Compressor,Inspection,East,Mid,Priority,5.472,10.682,,2,31.579,3,7927.54
JOB-100744,Motor,Inspection,East,Senior,Routine,3.162,13.901,13.861,1,25.654,3,6745.27
JOB-100745,Valve,Preventive,East,Mid,Routine,7.708,5.671,9.986,0,29.513,1,4193.18
JOB-100746,Pump,Repair,South,Senior,Routine,25.0,5.643,8.531,3,19.858,3,7250.62
JOB-100747,Motor,Preventive,South,Junior,Routine,10.293,4.244,22.89,3,21.753,1,5226.3
JOB-100748,Compressor,Inspection,South,Junior,Routine,2.648,3.604,52.118,3,29.399,2,6128.38
JOB-100749,Compressor,Repair,North,Junior,Routine,8.939,3.874,38.382,5,18.272,1,8910.91
JOB-100750,Motor,Overhaul,North,Senior,Priority,5.189,5.775,17.502,3,35.516,1,9392.3
JOB-100751,Compressor,Preventive,South,Mid,Routine,4.039,3.756,19.916,3,29.794,3,6204.71
JOB-100752,Motor,Inspection,East,Junior,Routine,11.447,2.62,17.365,1,29.832,2,3255.08
JOB-100753,Compressor,Preventive,West,,Routine,4.957,8.164,16.729,1,48.0,0,5757.45
JOB-100754,Compressor,Overhaul,South,Mid,Routine,10.758,2.143,,5,46.145,2,10055.46
JOB-100755,Compressor,Repair,East,Junior,Routine,,16.818,32.623,,26.657,1,12292.81
JOB-100756,Valve,Repair,South,Mid,Routine,10.314,11.109,16.412,4,26.546,2,8402.87
JOB-100757,Pump,Repair,East,Junior,Routine,4.683,11.341,44.443,2,24.261,0,8286.98
JOB-100758,Pump,Repair,South,,Routine,2.289,1.682,16.379,1,35.048,1,5023.1
JOB-100759,Valve,Preventive,South,Senior,Emergency,9.038,4.928,31.377,2,24.659,1,6518.44
JOB-100760,Heat Exchanger,Repair,North,Mid,Priority,4.116,8.187,6.243,2,20.68,2,8003.0
JOB-100761,Pump,Preventive,South,Mid,Routine,7.66,13.511,19.36,1,23.148,0,5775.33
JOB-100762,Pump,Preventive,East,Junior,Routine,11.869,2.098,5.24,1,23.193,2,4508.86
JOB-100763,Heat Exchanger,Preventive,South,Senior,Routine,4.072,1.906,3.987,3,41.06,3,6382.42
JOB-100764,Pump,Repair,East,Junior,Priority,7.237,7.446,47.573,2,30.353,0,7050.57
JOB-100765,Valve,Inspection,,Mid,Routine,8.262,4.274,14.458,2,39.418,0,4481.45
JOB-100766,Motor,Preventive,East,Senior,Routine,9.127,6.83,15.429,2,34.521,0,6225.71
JOB-100767,Pump,Preventive,West,Mid,Routine,12.686,5.261,15.387,5,,0,6391.32
JOB-100768,Compressor,Preventive,West,Mid,Priority,13.236,5.133,9.781,6,36.927,0,9261.62
JOB-100769,Motor,Inspection,South,Senior,Routine,4.405,8.36,16.209,3,37.915,3,7823.47
JOB-100770,Valve,Repair,North,,Emergency,16.105,5.678,28.793,3,36.212,2,9605.59
JOB-100771,Heat Exchanger,Repair,South,Junior,Routine,11.485,5.737,8.863,2,29.515,2,7792.17
JOB-100772,,Repair,West,Junior,Routine,3.009,5.117,18.798,1,30.619,,5989.05
JOB-100773,Pump,Repair,North,Mid,Priority,,3.248,18.803,0,30.133,0,5972.13
JOB-100774,Pump,Inspection,East,Junior,Routine,13.964,9.38,21.781,1,41.195,4,7423.74
JOB-100775,Compressor,Overhaul,South,Mid,Routine,11.459,3.882,16.642,2,28.465,1,10203.25
JOB-100776,Pump,Repair,West,Mid,Routine,,4.841,18.293,1,35.237,4,6841.67
JOB-100777,Pump,Preventive,East,Mid,Priority,6.081,2.068,10.431,4,28.865,1,7452.82
JOB-100778,Motor,Repair,East,Junior,Routine,5.823,3.036,27.295,3,27.671,4,6003.07
JOB-100779,Motor,Repair,East,Senior,Priority,9.152,4.314,11.315,3,29.269,0,7315.66
JOB-100780,Compressor,Repair,East,Mid,Routine,8.43,1.902,7.248,2,36.236,4,6830.61
JOB-100781,Valve,Repair,East,Senior,Routine,15.941,8.576,17.748,2,27.36,3,6305.67
JOB-100782,Motor,Repair,,Mid,Priority,3.638,1.36,33.081,3,32.455,0,7035.02
JOB-100783,Motor,Inspection,West,Senior,Routine,,4.829,25.573,1,32.282,1,5759.98
JOB-100784,Valve,Preventive,South,Junior,Routine,14.587,8.287,24.968,2,21.377,1,7499.5
JOB-100785,Valve,Preventive,West,Mid,,5.77,4.932,18.897,2,30.442,,5917.74
JOB-100786,Motor,Preventive,South,Junior,Routine,7.692,5.018,15.489,1,18.812,0,5107.8
JOB-100787,Motor,Inspection,West,Senior,Routine,10.609,,10.152,0,25.918,2,5200.99
JOB-100788,Heat Exchanger,Repair,North,Junior,Priority,11.933,19.556,18.498,3,27.702,1,12712.33
JOB-100789,Compressor,,North,Senior,Priority,16.867,2.755,8.485,2,37.958,2,8278.52
JOB-100790,Compressor,Preventive,North,Junior,Priority,10.197,12.8,52.256,4,34.274,1,9812.14
JOB-100791,,Preventive,North,Mid,Routine,11.771,3.736,4.221,2,29.942,0,3598.57
JOB-100792,Pump,Inspection,South,Mid,Routine,8.035,10.296,8.391,5,35.622,1,9537.89
JOB-100793,Compressor,Inspection,,Junior,Emergency,17.352,7.281,20.938,1,18.716,2,8412.06
JOB-100794,Motor,,West,Junior,Routine,2.72,8.359,12.624,2,20.093,2,5832.25
JOB-100795,Compressor,Inspection,West,Mid,Priority,,2.413,11.839,1,15.772,2,4816.14
JOB-100796,Pump,Preventive,South,Junior,Routine,5.181,7.351,35.358,5,30.183,1,6825.03
JOB-100797,Compressor,Repair,North,Junior,Routine,3.065,9.468,6.233,0,31.432,1,6408.61
JOB-100798,Valve,Inspection,East,Mid,Emergency,0.416,3.705,,2,35.771,2,6841.43
JOB-100799,Motor,Preventive,South,Senior,,7.646,11.837,17.859,3,29.57,2,8299.51
JOB-100800,Motor,Overhaul,North,Junior,Routine,14.305,12.646,16.646,3,33.72,3,11178.47
JOB-100801,,Repair,East,Junior,Routine,8.769,11.608,18.488,3,40.12,0,7576.05
JOB-100802,Motor,Overhaul,West,Junior,Priority,8.475,7.408,21.178,4,29.351,1,10706.67
JOB-100803,Valve,Repair,North,Senior,Emergency,25.0,6.134,22.578,1,23.52,0,8942.84
JOB-100804,Valve,Repair,South,,Priority,7.263,10.701,21.542,1,27.848,0,9687.31
JOB-100805,Pump,Repair,West,Junior,Priority,6.737,8.289,4.297,3,28.058,5,9961.85
JOB-100806,Compressor,Inspection,South,Mid,Priority,1.536,2.457,27.523,0,37.838,1,3986.88
JOB-100807,Motor,Inspection,North,Senior,Routine,14.708,2.706,23.224,4,28.642,1,6911.87
JOB-100808,Valve,Repair,South,Junior,Emergency,10.952,10.77,24.183,4,40.625,2,12766.71
JOB-100809,Pump,,South,Junior,Routine,9.423,7.026,68.839,2,25.269,1,5935.79
JOB-100810,Pump,Repair,East,Mid,Emergency,4.474,6.314,54.078,5,18.389,2,10694.15
JOB-100811,Heat Exchanger,Repair,,Junior,Routine,12.673,8.186,19.201,4,23.132,0,10140.49
JOB-100812,Pump,Repair,North,Mid,Routine,3.915,3.321,13.747,5,19.164,0,6602.54
JOB-100813,Pump,Repair,West,Junior,Routine,6.156,6.821,16.09,1,30.856,0,5483.0
JOB-100814,Valve,Inspection,West,Mid,Priority,7.461,2.806,21.104,3,34.042,5,6620.72
JOB-100815,Valve,Preventive,North,Junior,Routine,5.646,7.007,31.81,0,40.966,1,3864.09
JOB-100816,Compressor,Repair,East,Mid,Routine,3.431,6.725,26.294,2,30.832,2,7363.92
JOB-100817,Motor,Repair,,Mid,Priority,11.943,,20.081,3,13.923,2,8657.37
JOB-100818,Compressor,Inspection,,Senior,Routine,4.403,5.814,,4,40.267,1,6719.51
JOB-100819,Motor,Repair,West,Junior,Routine,3.428,3.611,32.882,1,35.622,1,4908.02
JOB-100820,Pump,Repair,East,Mid,Priority,14.526,2.213,41.367,1,19.886,0,5967.57
JOB-100821,Pump,Repair,North,Mid,Routine,7.133,1.158,12.944,1,24.301,,5461.17
JOB-100822,Compressor,Preventive,North,Junior,Routine,4.484,7.271,45.398,2,25.065,2,6225.63
JOB-100823,Compressor,Inspection,East,Mid,Priority,8.628,16.155,11.15,3,,2,7208.88
JOB-100824,Heat Exchanger,Preventive,South,Mid,Emergency,10.905,2.396,10.117,2,25.207,1,7647.13
JOB-100825,Compressor,,North,Senior,Priority,14.994,5.316,27.359,3,38.997,2,8735.43
JOB-100826,Pump,Repair,South,Mid,Routine,2.848,9.558,18.648,3,39.371,0,7820.2
JOB-100827,Valve,Preventive,South,Mid,Priority,8.643,3.779,9.997,3,32.518,1,5576.42
JOB-100828,Pump,Repair,North,Senior,Priority,3.716,2.152,15.695,,25.83,5,8882.07
JOB-100829,Heat Exchanger,Repair,East,Junior,Routine,1.098,7.601,7.593,2,,2,8305.42
JOB-100830,Valve,Inspection,,Junior,Emergency,14.278,6.562,10.788,2,26.828,0,6791.01
JOB-100831,Heat Exchanger,Inspection,East,Senior,Priority,3.435,8.056,16.94,0,20.562,1,7019.33
JOB-100832,Compressor,Repair,East,Senior,Routine,8.11,9.772,7.269,1,25.946,0,7215.4
