machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-200550,Motor,Storage,Night,Standard,70.37,0.9883,8.021,1802.75,62.78,71.07,4,0
M-200551,Pump,Process-A,Evening,Standard,94.536,1.2338,8.775,3581.23,47.68,80.555,2,0
M-200552,Fan,Utilities,Day,Standard,60.158,2.9627,4.621,2255.01,,76.486,2,1
M-200553,Motor,Utilities,Day,Standard,90.496,1.2735,7.497,5435.03,,78.017,3,0
M-200554,Pump,Process-A,Night,Standard,51.916,1.6391,5.667,7531.47,229.5,48.586,4,0
M-200555,Motor,Packaging,Day,Standard,,2.8039,8.071,1396.34,223.95,84.947,2,1
M-200556,Motor,Storage,Night,Standard,61.375,2.1503,7.33,5023.08,38.67,71.413,1,0
M-200557,Motor,Utilities,Day,Standard,65.891,1.7206,5.95,6677.42,79.62,72.275,1,0
M-200558,Pump,Packaging,Day,Minimal,86.765,1.5696,6.969,3158.89,120.02,76.206,4,0
M-200559,Motor,Utilities,Night,,61.276,1.4829,8.427,8331.5,56.75,94.661,2,0
M-200560,Motor,Packaging,Day,Standard,74.498,1.7311,8.369,4299.43,136.47,72.465,2,0
M-200561,Compressor,Process-A,Evening,Enhanced,64.495,1.3184,4.638,4600.92,76.48,77.254,0,0
M-200562,Pump,Storage,Day,Standard,67.721,1.6275,3.427,5224.36,,41.21,2,0
M-200563,Compressor,Utilities,Night,Enhanced,62.154,5.0616,6.219,9189.43,63.67,106.451,2,0
M-200564,Motor,Packaging,Evening,Standard,62.624,1.2546,6.63,7399.69,74.69,91.781,0,0
M-200565,,Utilities,Night,Standard,58.317,1.4191,5.579,3081.75,13.25,73.601,2,0
M-200566,Pump,Packaging,Evening,Standard,58.11,2.5714,7.497,2684.02,73.49,74.947,1,0
M-200567,Pump,Process-A,Day,Enhanced,77.134,2.0373,5.286,5383.86,130.96,85.702,5,1
M-200568,Compressor,Utilities,Day,Standard,67.121,1.4058,7.008,478.77,32.97,68.881,2,0
M-200569,Motor,Process-A,Day,,75.413,2.1844,8.399,3562.53,19.91,90.967,2,0
M-200570,Pump,Process-B,Night,Enhanced,67.12,1.1794,6.212,9022.86,53.0,62.889,0,0
M-200571,Motor,Utilities,Evening,Standard,66.007,2.746,4.918,13388.43,69.66,86.526,1,0
M-200572,Pump,Process-A,Day,Standard,58.482,1.6005,7.039,1462.69,61.81,72.115,1,0
M-200573,Pump,Packaging,,Standard,67.502,1.3164,6.84,4601.11,233.33,88.027,1,0
M-200574,Motor,Packaging,Night,Standard,67.402,2.7529,5.398,10211.77,85.56,67.794,1,0
M-200575,Motor,Process-B,Day,Enhanced,74.184,1.4584,8.244,7448.85,77.62,67.453,1,0
M-200576,Fan,,Day,Standard,68.528,1.4436,8.823,4181.82,82.41,75.891,2,0
M-200577,Motor,Process-B,Night,Standard,74.547,1.2229,8.986,6306.25,88.03,38.223,2,0
M-200578,Motor,Storage,Night,Standard,62.251,,6.537,4930.03,50.36,71.1,1,0
M-200579,Compressor,Packaging,Night,Enhanced,,3.1643,7.324,4159.61,194.18,89.156,1,0
M-200580,Pump,Packaging,Day,Standard,62.277,1.9757,8.091,5794.7,140.03,71.675,1,0
M-200581,Fan,Process-B,Day,Standard,91.776,1.1452,6.154,1807.04,68.28,,0,0
M-200582,Pump,Process-B,,Minimal,56.938,,4.617,2192.4,55.86,88.84,3,1
M-200583,Fan,Utilities,Day,Minimal,,1.686,6.223,4107.98,61.56,50.562,0,0
M-200584,Motor,Utilities,Night,Enhanced,56.703,4.3637,6.06,4893.33,226.86,,2,0
M-200585,Fan,Process-B,Day,Standard,60.875,,9.885,972.34,123.95,87.687,1,0
M-200586,Pump,Process-A,Day,Standard,81.282,3.2498,6.703,4629.21,23.62,64.472,1,0
M-200587,Pump,Packaging,Evening,Standard,76.978,3.927,8.55,2224.0,23.19,84.529,3,1
M-200588,Motor,Process-B,Night,Standard,56.037,,,11406.44,224.43,65.688,2,0
M-200589,Compressor,Utilities,Day,Standard,66.896,1.8181,4.962,3040.47,25.63,75.809,,0
M-200590,Motor,,Day,Standard,62.423,2.9259,4.187,7516.2,34.34,,2,0
M-200591,Fan,Packaging,Day,Standard,75.845,1.3387,8.405,6865.43,45.11,82.781,2,0
M-200592,Compressor,Process-B,Day,Standard,55.38,0.8426,5.877,15446.06,102.85,82.653,0,0
M-200593,Pump,Process-A,,Minimal,62.714,1.0656,3.61,5434.37,50.76,85.575,1,0
M-200594,Pump,Process-B,Day,Standard,65.764,2.2485,6.046,7020.51,29.49,74.613,0,0
M-200595,Motor,Packaging,Day,Standard,66.07,0.6069,4.384,2526.44,7.06,59.628,2,0
M-200596,Pump,Utilities,Day,Minimal,79.013,1.3001,7.269,5538.35,82.55,69.223,2,0
M-200597,Motor,,Night,Standard,75.165,2.2457,4.669,2254.48,214.64,71.044,3,1
M-200598,Pump,Process-B,Day,Standard,54.376,1.0824,6.766,5324.78,44.4,81.548,4,0
M-200599,Compressor,Process-A,Evening,Standard,71.055,2.5996,7.245,6488.31,68.03,51.797,3,0
M-200600,Motor,Process-B,Day,Standard,77.082,1.8219,8.953,6652.43,67.58,52.066,1,1
M-200601,Compressor,Process-B,Night,,91.874,0.9737,6.514,2124.86,126.59,59.781,2,1
M-200602,Fan,Packaging,Evening,Standard,72.402,2.5576,7.476,2952.61,98.48,82.171,2,0
M-200603,Pump,Packaging,Night,Enhanced,83.697,1.581,5.973,5119.1,189.56,73.936,0,0
M-200604,Fan,Utilities,Day,Standard,51.347,1.1404,7.01,2327.01,77.73,70.343,4,0
M-200605,Pump,Process-B,Day,,78.768,1.3646,6.484,5551.1,,72.483,2,0
M-200606,Compressor,Storage,Day,Standard,63.41,2.6222,9.257,2811.97,70.73,65.17,,0
M-200607,Fan,Packaging,Day,Standard,68.125,2.3089,8.498,3621.49,138.57,79.389,2,0
M-200608,Pump,Process-A,Night,Standard,64.178,2.4904,,1875.52,246.11,85.919,2,1
M-200609,Compressor,Process-B,,Minimal,67.58,3.1864,6.18,1847.99,128.13,95.308,1,0
M-200610,Compressor,Process-B,Night,Standard,60.04,1.8744,6.49,6663.09,16.76,83.59,0,0
M-200611,Motor,Process-A,Evening,Standard,59.613,1.7806,8.661,7006.31,154.74,64.088,2,0
M-200612,Fan,Process-A,Evening,Minimal,65.4,1.5755,,4157.05,130.5,86.667,0,0
M-200613,Fan,Process-A,Day,Enhanced,73.94,2.0222,7.428,3668.29,54.81,62.062,0,0
M-200614,Motor,Process-B,Night,Standard,63.187,1.966,8.458,3662.32,131.06,92.285,3,0
M-200615,Motor,Packaging,Day,Standard,59.05,3.0233,5.988,3778.36,51.17,57.385,1,0
M-200616,,Utilities,Evening,Enhanced,83.629,3.7721,6.823,3005.47,81.79,,,0
M-200617,Fan,Process-A,Day,Standard,,,4.948,5568.14,7.89,85.394,2,0
M-200618,Fan,Process-A,Evening,Standard,56.718,2.2256,7.661,4953.38,33.62,102.148,2,0
M-200619,Pump,Process-B,Evening,Standard,65.396,1.0202,5.182,7639.81,,53.998,1,0
M-200620,Pump,Process-A,Day,Standard,85.525,0.848,5.149,2577.78,87.58,59.72,1,1
M-200621,Motor,Packaging,Day,Minimal,63.739,2.2179,6.872,6361.35,76.48,70.429,0,0
M-200622,Motor,Packaging,,Standard,74.167,3.2938,5.834,1917.89,307.93,46.414,0,1
M-200623,Pump,Packaging,Day,Standard,70.535,2.1936,6.61,4398.15,162.21,77.392,2,0
M-200624,Motor,Packaging,Day,Standard,64.849,2.0565,5.617,3541.9,,103.494,2,0
M-200625,,Packaging,Evening,Standard,58.625,1.0323,6.53,530.0,135.99,71.479,4,0
M-200626,Fan,Utilities,Evening,Standard,61.32,1.4234,2.846,9907.85,182.28,64.388,2,0
M-200627,Pump,Packaging,Night,Minimal,85.266,2.8768,5.862,5705.0,38.21,,0,0
M-200628,Motor,Utilities,Day,Standard,56.96,1.7339,,8768.1,36.67,72.187,1,0
M-200629,Compressor,Packaging,Day,Standard,66.934,3.0238,7.638,16446.13,141.44,67.485,2,1
M-200630,Fan,Process-A,Night,Standard,62.579,1.2828,6.384,3107.74,63.64,,0,0
M-200631,Pump,Process-A,Day,Standard,64.214,0.9177,4.972,6792.42,49.11,67.108,0,0
M-200632,Motor,Packaging,Night,Minimal,68.133,1.6646,3.986,3423.77,,,1,1
M-200633,Compressor,Packaging,Evening,Standard,68.479,1.0296,6.241,4903.07,85.09,86.187,2,1
M-200634,Compressor,Process-A,Evening,,68.139,3.6291,8.221,1629.47,30.83,45.524,1,0
M-200635,Motor,Storage,Night,Standard,66.692,1.6622,7.677,5964.17,27.91,70.047,1,0
M-200636,Pump,Utilities,,Enhanced,80.233,1.0447,7.335,6459.8,79.77,42.799,1,0
M-200637,Pump,Process-A,Night,Standard,47.714,1.3006,7.655,1385.86,37.65,64.64,1,0
M-200638,Motor,Storage,Evening,Enhanced,61.342,1.6398,5.544,7107.57,136.72,76.792,1,0
M-200639,Compressor,Storage,Evening,Standard,57.539,1.7469,4.388,2795.62,138.81,82.262,2,0
M-200640,Compressor,Packaging,Night,Enhanced,65.235,3.4803,7.87,4685.01,141.37,77.374,2,0
M-200641,Fan,Process-B,Evening,Standard,64.72,1.3746,7.456,3994.93,102.33,,0,0
M-200642,Pump,Packaging,Day,Standard,51.796,,6.76,1694.1,35.09,57.683,2,0
M-200643,Pump,Process-B,Day,Standard,54.19,1.6909,4.527,2985.43,28.55,79.387,1,0
M-200644,Motor,Process-A,Evening,Standard,77.525,3.3297,8.032,5521.78,27.81,89.777,2,0
M-200645,Motor,Packaging,Day,Standard,83.829,2.3241,4.682,6763.92,28.54,75.249,0,0
M-200646,Fan,Process-B,Night,Enhanced,81.644,1.5241,1.5,9766.58,118.17,76.597,2,0
M-200647,Motor,Process-B,Day,Minimal,73.083,1.097,7.688,6996.8,43.75,,0,0
M-200648,Pump,,Day,Enhanced,79.538,1.5865,5.311,6874.69,109.26,54.579,0,0
M-200649,Pump,Process-B,Evening,,70.296,1.3131,5.206,1967.27,57.64,93.359,0,0
M-200650,Pump,Packaging,Day,Standard,66.485,1.0849,3.97,8038.21,,94.237,7,0
M-200651,Fan,Process-B,Day,,80.841,,7.725,11540.93,195.08,66.082,2,0
M-200652,Motor,Process-B,Evening,Standard,63.718,,4.28,3312.75,86.19,59.54,0,0
M-200653,,Process-A,Evening,Standard,77.644,1.5084,6.882,2559.16,,60.871,,1
M-200654,Fan,Process-B,Day,Standard,70.841,3.646,8.728,,187.94,88.643,2,1
M-200655,Compressor,Process-A,Day,Standard,72.423,2.1508,4.102,3441.1,32.26,53.447,1,1
M-200656,Compressor,Utilities,Evening,Enhanced,53.568,3.6578,6.01,5191.5,64.31,54.255,2,0
M-200657,Pump,Utilities,Day,Standard,65.143,1.5022,,5527.45,27.63,,0,0
M-200658,Motor,Process-B,Day,Standard,76.945,,9.943,3290.36,121.22,75.925,3,0
M-200659,Compressor,Process-A,Night,Enhanced,89.651,2.4627,7.092,2142.48,31.82,50.007,0,0
M-200660,Compressor,Process-A,Night,Standard,71.295,2.0811,,2763.56,39.53,86.808,0,0
M-200661,Compressor,Utilities,Day,Standard,62.205,1.9624,5.382,8824.06,,76.789,3,0
M-200662,Compressor,Process-A,Evening,Standard,59.196,1.6588,5.323,5179.99,58.43,78.791,2,0
M-200663,Pump,Process-B,Day,Standard,79.472,2.542,6.778,11335.64,44.72,65.435,,0
M-200664,Pump,Utilities,Evening,Standard,61.981,0.7948,4.45,5546.09,77.38,70.553,1,0
M-200665,Fan,Process-B,Day,Standard,51.373,1.5962,6.178,1717.63,88.24,,1,0
M-200666,Motor,,Day,Enhanced,81.51,2.4959,5.394,,17.98,51.994,4,0
M-200667,Fan,Process-A,Day,Standard,66.301,1.4801,8.616,1595.33,143.56,83.195,2,0
M-200668,Fan,Process-B,Day,Standard,,3.2275,2.741,5066.33,38.4,80.251,0,0
M-200669,Pump,Process-B,Evening,Standard,58.282,1.5534,6.242,2305.33,40.66,84.503,0,0
M-200670,Motor,Process-A,Evening,Minimal,54.969,1.5796,5.035,3026.86,86.03,98.441,0,0
M-200671,Motor,,Day,Standard,69.886,1.361,6.362,6537.94,18.38,57.961,0,0
M-200672,Fan,Process-A,,Standard,57.138,2.905,3.709,10716.81,26.89,58.164,2,0
M-200673,,Utilities,Day,,66.645,1.3036,9.227,9276.01,116.93,55.269,2,0
M-200674,Motor,Process-B,Day,Minimal,55.385,2.2046,3.772,2200.31,34.29,58.953,0,0
M-200675,Compressor,Process-A,Day,Standard,81.047,1.0753,4.89,4285.6,61.36,74.141,1,0
M-200676,Motor,Utilities,Evening,Standard,70.765,1.6641,8.245,,93.87,54.447,2,0
M-200677,Motor,Process-B,Night,Standard,81.783,1.7088,5.128,2104.51,45.25,43.04,1,1
M-200678,Motor,Process-A,Night,Standard,60.339,5.4313,5.087,7282.48,36.2,61.505,1,1
M-200679,Pump,Storage,Evening,Minimal,79.421,2.3422,9.028,6416.52,119.99,66.342,0,1
M-200680,Motor,Process-A,Day,Enhanced,58.593,1.1129,5.545,2606.55,,58.003,0,0
M-200681,Fan,,Night,Minimal,86.669,,6.985,3274.36,,83.406,2,0
M-200682,Motor,Process-A,Evening,Standard,72.623,1.037,7.368,6661.18,158.27,,1,0
M-200683,Motor,Storage,Evening,Standard,78.752,1.2063,8.081,6964.16,230.34,72.145,0,0
M-200684,Fan,Process-B,Evening,Standard,51.399,1.1046,7.704,3225.37,60.3,64.346,0,0
M-200685,Pump,Utilities,Night,Enhanced,69.145,2.069,5.587,4792.88,108.91,95.13,0,0
M-200686,Pump,Packaging,Day,Standard,59.031,1.1157,6.622,6231.68,88.25,71.422,3,0
M-200687,Compressor,Utilities,Day,Standard,70.783,1.7298,6.604,3236.82,59.44,76.207,1,0
M-200688,Motor,Process-B,Evening,Enhanced,55.528,0.8988,7.232,,65.07,59.761,2,0
M-200689,Pump,Process-A,Day,Standard,79.431,1.9823,7.63,6385.84,,68.959,2,0
M-200690,Compressor,Storage,Day,Standard,,1.0174,5.911,4457.86,38.66,99.756,1,0
M-200691,Fan,Utilities,Evening,Minimal,61.311,1.8287,5.341,2125.47,,60.791,1,0
M-200692,Pump,Process-B,Night,Enhanced,73.957,1.2447,5.891,4585.21,56.28,85.952,3,0
M-200693,Fan,Packaging,Night,Standard,65.594,,6.567,3356.91,27.13,41.572,1,0
M-200694,Pump,Process-A,Evening,Standard,75.564,1.3421,6.224,7598.06,212.84,81.518,0,0
M-200695,Pump,Packaging,Day,Standard,66.901,3.0757,7.063,9675.53,296.81,78.305,2,1
M-200696,Fan,Utilities,Night,Standard,67.59,1.7342,5.386,4715.09,100.82,65.17,2,0
M-200697,Fan,Process-A,Day,Enhanced,66.946,1.9825,8.112,,58.48,80.431,0,0
M-200698,Pump,Utilities,Night,Standard,,,6.189,2629.15,,54.466,2,0
M-200699,Pump,Process-B,Evening,Standard,80.46,1.7666,8.885,4042.91,,58.971,0,0
M-200700,Pump,Packaging,Day,Standard,62.592,3.3678,6.389,6707.39,68.08,96.296,0,0
M-200701,Pump,Packaging,Evening,Standard,60.926,0.9593,4.482,4715.12,,90.028,2,0
M-200702,Pump,Packaging,Night,Standard,57.255,0.8658,5.875,4444.57,42.76,68.442,1,0
M-200703,Motor,Storage,Evening,Standard,51.719,0.8941,7.443,5707.45,31.36,80.019,3,0
M-200704,Compressor,Utilities,Day,Standard,71.052,2.536,,8514.39,16.03,83.252,2,0
M-200705,Compressor,Process-A,Day,Standard,57.547,2.4074,4.449,1623.45,261.69,48.363,3,1
M-200706,Fan,Process-A,Day,Standard,79.502,0.9793,7.697,14648.21,66.54,57.582,2,1
M-200707,Fan,Process-B,Evening,Minimal,62.417,1.9379,7.142,5702.7,54.64,72.013,3,1
M-200708,Motor,Process-A,Night,Standard,55.15,0.5839,6.812,4911.79,,70.493,2,0
M-200709,Motor,Packaging,Day,Enhanced,67.565,1.3865,4.185,2707.19,87.92,57.048,0,0
M-200710,Motor,Process-A,Evening,Standard,53.04,2.1237,7.919,4579.19,31.89,63.053,1,0
M-200711,Compressor,Process-A,Day,Standard,77.905,1.4632,8.078,,238.02,88.062,2,1
M-200712,Compressor,Packaging,Evening,Enhanced,65.726,2.7046,7.352,10742.34,133.67,63.781,0,0
M-200713,Pump,Utilities,Evening,Enhanced,57.326,1.1164,7.691,4118.94,41.61,84.929,0,0
M-200714,,,Evening,Enhanced,68.487,0.6578,6.269,6341.39,65.75,89.666,1,0
M-200715,Compressor,Process-B,Day,Enhanced,79.948,2.8275,6.858,12324.8,111.58,92.046,2,1
M-200716,Motor,Process-B,Day,Standard,64.961,2.7843,6.035,,12.71,31.918,3,0
M-200717,Motor,Process-A,Night,Standard,64.914,2.4288,3.804,4360.08,62.6,78.317,0,0
M-200718,Motor,Packaging,Day,Standard,76.797,1.7822,4.539,4145.42,116.69,67.932,3,0
M-200719,Motor,Utilities,Evening,Standard,75.066,1.4701,3.715,1734.85,9.06,76.01,2,0
M-200720,Motor,Packaging,Day,Minimal,67.065,1.8226,4.86,6632.7,18.74,96.304,1,0
M-200721,Motor,Process-B,Night,Standard,47.097,1.2806,8.146,,71.32,65.996,2,0
M-200722,Pump,Utilities,Evening,Minimal,52.342,2.5215,6.599,2497.98,159.07,49.814,2,0
M-200723,Motor,Storage,Day,Enhanced,71.119,2.8498,9.081,3677.93,31.3,89.525,1,0
M-200724,Compressor,Process-A,,Standard,65.58,0.5572,6.767,842.09,87.06,73.33,1,0
M-200725,Compressor,Process-A,Night,Standard,66.762,1.282,7.523,4763.64,188.7,74.32,2,1
M-200726,Pump,Process-B,Night,Standard,75.33,1.4063,6.491,4928.04,73.48,62.872,7,0
M-200727,Compressor,Process-B,Evening,Minimal,62.324,1.2699,5.955,2756.54,137.34,,3,0
M-200728,Motor,Process-A,Day,Standard,80.994,1.9889,,2533.72,37.31,80.054,0,0
M-200729,Motor,Packaging,Day,Standard,72.406,1.6627,6.042,,76.88,38.119,1,0
M-200730,Compressor,Process-A,Night,Enhanced,71.93,0.9989,5.969,1288.09,64.92,80.241,5,0
M-200731,Compressor,Utilities,Day,Standard,62.097,,8.896,3496.75,74.39,54.754,4,0
M-200732,Motor,Packaging,Evening,Standard,68.074,2.0094,7.989,5207.57,66.92,42.376,0,0
M-200733,Motor,Process-B,Day,Enhanced,77.141,2.1097,6.846,11177.48,73.31,,3,0
M-200734,Motor,Storage,Day,Standard,85.237,2.2994,5.636,3473.13,112.01,94.382,2,1
M-200735,Motor,Storage,Day,Standard,77.744,3.2678,7.328,11603.93,235.02,77.402,0,1
M-200736,Fan,Process-B,Night,Standard,63.272,2.2234,7.319,9013.06,,81.315,1,0
M-200737,Pump,Packaging,Evening,Standard,73.011,2.6408,7.155,6087.34,227.93,59.595,0,0
M-200738,Pump,Process-B,Day,Standard,,,8.383,2651.94,46.64,82.759,4,1
M-200739,Compressor,Process-A,Night,Minimal,68.018,2.4439,4.561,1281.08,126.23,82.438,2,1
M-200740,Fan,Packaging,Night,Standard,72.688,2.0306,4.882,3252.21,26.0,95.029,2,0
M-200741,Pump,Packaging,Evening,Enhanced,70.726,2.9949,8.024,1538.84,210.24,58.509,2,0
M-200742,Compressor,Utilities,Day,Enhanced,85.908,3.7492,6.359,5907.35,36.9,86.601,4,0
M-200743,Motor,Utilities,Night,Enhanced,66.993,1.3026,7.609,8741.25,114.85,77.422,3,0
M-200744,Compressor,Process-A,Evening,Standard,71.295,3.5705,6.682,4688.86,41.96,79.359,4,0
M-200745,Fan,Process-A,Day,Standard,77.208,2.3976,3.403,6948.52,31.79,70.131,2,0
M-200746,Pump,Storage,Day,Standard,81.833,1.7014,8.549,7364.77,9.0,79.976,0,0
M-200747,Fan,Utilities,Evening,Standard,53.271,1.176,,1523.92,95.32,64.353,4,0
M-200748,Compressor,Process-A,Day,Standard,80.044,1.5083,8.349,2806.65,51.79,62.869,1,0
M-200749,Pump,Utilities,Night,Standard,47.137,1.2029,7.917,6344.46,,82.996,3,0
M-200750,Motor,Utilities,Night,Standard,62.072,0.786,6.425,6549.09,112.52,57.545,0,0
M-200751,Pump,,Evening,Enhanced,69.682,2.2803,6.025,5401.07,100.44,70.467,3,1
M-200752,Compressor,Process-A,Day,,80.511,1.3313,5.985,8039.69,119.61,65.155,2,0
M-200753,Motor,Utilities,Day,Standard,69.711,2.1447,7.705,4366.13,74.85,59.29,0,0
M-200754,Motor,Packaging,Evening,Standard,50.053,2.0823,5.932,3161.44,6.56,78.429,0,0
M-200755,Motor,Process-A,Night,Enhanced,63.192,1.0913,4.292,10695.9,136.12,69.807,4,0
M-200756,Pump,Packaging,Evening,Standard,54.561,2.4989,7.435,7398.35,55.49,56.826,1,0
M-200757,Compressor,Packaging,Day,Minimal,61.753,1.2241,4.562,5213.3,72.56,76.641,2,0
M-200758,Motor,,Night,Standard,80.736,1.2595,8.183,5365.55,182.73,82.023,2,0
M-200759,Motor,Packaging,Evening,Standard,62.484,1.8237,7.777,,129.7,77.074,1,0
M-200760,Compressor,Packaging,Evening,Enhanced,66.662,1.3685,3.751,5927.53,149.11,81.705,2,0
M-200761,Pump,Packaging,Day,Standard,73.941,1.5331,3.566,1575.62,28.3,67.745,1,0
M-200762,Compressor,Packaging,Day,Minimal,57.599,2.4034,8.967,7300.84,98.1,68.085,1,0
M-200763,Compressor,Storage,Day,,83.441,,8.516,4738.36,108.07,83.464,3,0
M-200764,Compressor,Process-B,Day,Standard,44.222,1.1855,6.563,12143.52,114.08,60.859,2,0
M-200765,Pump,Process-B,Night,Standard,70.7,0.9929,6.772,2973.2,25.74,63.694,2,0
M-200766,Pump,Packaging,Night,Enhanced,52.31,1.6583,5.638,8315.55,87.75,108.807,1,0
M-200767,Pump,Process-B,Evening,Minimal,69.124,1.8191,7.169,2383.27,28.55,53.312,1,0
M-200768,Motor,Utilities,Day,Standard,44.794,1.706,6.966,5509.01,210.0,92.214,0,0
M-200769,Motor,Utilities,Day,Minimal,72.269,1.4872,9.201,6370.12,,63.368,0,0
M-200770,Compressor,Storage,Evening,Standard,70.242,1.7133,3.265,2424.7,39.38,75.682,1,0
M-200771,Motor,Storage,Night,Standard,79.306,1.4044,5.293,3623.05,45.25,74.578,2,0
M-200772,Fan,Utilities,Night,Enhanced,84.268,1.1167,4.809,10381.94,74.81,,4,0
M-200773,Pump,Packaging,Night,Standard,72.92,1.7612,3.168,3979.89,118.54,74.969,0,0
M-200774,Compressor,Process-B,,Minimal,54.604,2.1946,4.882,,8.98,70.773,0,0
M-200775,Compressor,Utilities,Night,Standard,,2.1575,5.18,1813.02,60.72,81.202,4,0
M-200776,Pump,Process-A,Night,Enhanced,,1.2974,2.923,,45.16,96.214,1,0
M-200777,Pump,Process-B,Evening,Minimal,94.295,2.1089,5.785,2252.82,60.28,58.836,2,0
M-200778,Compressor,Process-B,Night,Standard,69.539,1.1928,7.049,4417.05,260.59,64.82,2,1
M-200779,,Process-B,Evening,Minimal,71.608,5.0088,6.389,9912.92,40.32,84.832,0,1
M-200780,Compressor,Process-A,Evening,Enhanced,55.032,4.9426,,5373.5,72.04,84.419,4,1
M-200781,Fan,Process-B,Night,Standard,69.68,1.6161,7.59,11544.92,83.3,76.673,0,0
M-200782,Fan,Utilities,Night,Enhanced,65.611,0.9068,8.547,4428.39,23.64,79.325,2,0
M-200783,,Process-B,Night,Standard,73.404,0.4671,7.626,12032.56,14.65,48.787,1,0
M-200784,Fan,Packaging,Day,Minimal,59.812,2.2836,6.266,5753.48,121.98,72.302,3,0
M-200785,Pump,Process-B,Day,Enhanced,71.938,4.1623,6.535,3437.8,115.58,71.22,2,0
M-200786,Pump,Storage,,Standard,54.226,1.6064,6.563,5081.51,87.61,51.184,2,0
M-200787,Compressor,Utilities,Evening,Standard,74.297,2.3138,7.719,7491.46,73.84,47.561,2,0
M-200788,Motor,Process-A,Night,Standard,58.832,,8.131,5691.76,31.46,59.044,2,0
M-200789,Motor,Packaging,Day,Standard,62.411,3.7541,6.964,2612.66,75.8,73.022,1,0
M-200790,Pump,Process-B,Evening,Standard,45.534,1.0931,5.222,3504.33,,60.28,2,0
M-200791,Motor,Process-A,Day,Standard,50.812,1.0816,7.824,2663.63,66.2,86.852,2,0
M-200792,Compressor,Utilities,Evening,Standard,78.43,0.6044,6.014,1020.49,52.45,51.012,1,0
M-200793,Motor,Process-A,Evening,Standard,74.713,1.5939,5.071,2353.72,100.24,90.654,1,0
M-200794,Pump,Process-B,Day,,58.166,1.0668,5.194,2986.51,181.19,53.472,0,0
M-200795,Pump,,Evening,Standard,75.373,1.8461,7.34,11133.77,47.83,60.67,1,0
M-200796,Pump,Packaging,Evening,Minimal,43.269,1.5353,6.737,10174.83,45.59,60.246,1,0
M-200797,Fan,Utilities,Evening,Enhanced,77.002,2.2816,7.282,2679.62,52.81,71.41,2,0
M-200798,Motor,Process-A,Evening,Standard,57.43,1.0522,6.55,5161.51,35.69,90.166,3,0
M-200799,Motor,Packaging,Night,Standard,55.362,1.7484,,3573.45,95.61,57.131,2,0
M-200800,Compressor,Process-A,Day,Standard,55.757,1.202,7.731,8547.24,121.29,80.41,1,0
M-200801,Fan,Utilities,Day,Enhanced,62.428,2.3495,,3859.72,95.51,85.25,3,0
M-200802,Pump,Process-A,Day,Enhanced,54.384,,6.823,4496.09,121.51,71.687,2,0
M-200803,Pump,Utilities,Evening,,51.818,4.5882,6.671,6649.35,62.01,82.235,2,0
M-200804,Fan,Packaging,Night,Minimal,66.314,2.4138,5.581,4963.81,120.19,102.186,1,0
M-200805,Motor,Packaging,Night,Standard,65.818,1.1689,7.275,3202.75,83.16,67.68,2,1
M-200806,Pump,Process-B,Night,Standard,55.128,1.4627,4.813,8049.86,69.0,79.615,1,0
M-200807,Fan,Process-A,Day,Enhanced,77.802,3.3906,8.35,11605.94,143.22,88.871,2,0
M-200808,Pump,Process-B,Evening,Minimal,77.53,1.7288,6.699,3746.78,108.17,86.155,2,0
M-200809,Motor,Packaging,Day,Standard,67.485,1.7187,7.325,4869.4,27.72,63.424,0,0
M-200810,Pump,Process-B,Day,Enhanced,67.471,1.6184,6.218,9290.36,80.51,86.7,1,0
M-200811,Motor,Process-B,Day,Standard,90.414,2.9311,6.416,,153.69,64.049,4,1
M-200812,,Process-B,Day,Minimal,67.652,2.5003,7.0,3980.01,87.34,58.792,0,0
M-200813,Fan,Process-A,Night,Standard,79.989,2.2349,5.149,6316.26,85.73,68.361,2,0
M-200814,Motor,Process-A,Day,Minimal,75.232,0.9654,9.382,1491.61,42.54,67.058,2,0
M-200815,Pump,Storage,Evening,Minimal,65.346,0.8137,8.687,5299.24,158.55,78.948,1,0
M-200816,Fan,Utilities,Evening,Standard,77.965,1.3331,5.671,7880.79,152.61,100.435,1,1
M-200817,Motor,Process-B,Day,Minimal,54.637,2.37,5.874,9479.66,124.39,65.293,4,0
M-200818,Motor,Packaging,Evening,Enhanced,62.574,0.5888,8.943,7826.51,96.76,53.933,1,0
M-200819,Pump,Process-A,Day,Enhanced,77.372,1.6003,6.322,2155.27,31.38,76.038,2,0
M-200820,Motor,Process-A,Day,Minimal,78.144,,6.773,8507.48,173.21,57.486,3,0
M-200821,Fan,Utilities,Day,Minimal,82.408,0.7054,5.879,4675.48,111.81,59.17,2,0
M-200822,Motor,Process-B,Night,Enhanced,70.852,1.9864,7.329,5774.18,186.01,82.92,4,1
M-200823,Motor,Utilities,Evening,Standard,90.841,2.4638,8.39,1144.42,,69.568,2,1
M-200824,Pump,Process-B,Night,Standard,84.461,,4.778,6085.18,77.46,87.776,1,1
M-200825,Motor,Utilities,Day,Enhanced,68.609,2.2393,7.282,9102.47,160.48,38.719,3,0
M-200826,Compressor,Utilities,Day,Standard,81.301,1.0769,,7788.6,39.31,59.657,1,0
