record_id,machine_type,shift,plant_area,load_percent,temperature_c,vibration_mm_s,age_years,days_since_service,operating_hours,prior_failures,maintenance_duration_hours
REC-00547,Motor,Evening,Process-B,82.209,71.044,1.1946,10.07,,1776.48,0.0,60.92
REC-00548,Motor,Day,Process-B,56.685,,1.6845,4.307,86.02,,3.0,56.869
REC-00549,Motor,Evening,Packaging,54.566,65.676,1.1611,1.387,107.62,5899.37,3.0,54.53
REC-00550,Pump,Day,Process-B,79.341,59.982,1.8269,4.932,123.09,5728.13,1.0,61.192
REC-00551,Pump,Day,Utilities,85.265,69.021,2.1353,3.041,105.54,6344.32,1.0,51.509
REC-00552,Pump,Day,Packaging,80.292,69.014,2.4673,0.93,47.35,2491.93,0.0,46.633
REC-00553,Pump,Evening,Process-A,85.072,68.337,1.5619,0.334,56.98,2511.05,2.0,64.126
REC-00554,Fan,Evening,Process-A,63.358,76.395,4.2909,4.441,40.41,1462.51,1.0,50.73
REC-00555,Compressor,Day,Utilities,79.332,77.845,3.5671,5.226,19.93,8399.93,4.0,90.643
REC-00556,Motor,Day,Utilities,60.534,56.352,0.7003,,25.2,4400.41,2.0,48.416
REC-00557,Pump,Night,Process-B,44.298,,1.9161,4.743,130.5,8851.03,1.0,76.675
REC-00558,Motor,Day,Process-A,62.578,57.233,2.0244,4.969,54.7,3617.11,0.0,42.34
REC-00559,Pump,Day,Process-B,88.516,70.909,2.3234,12.349,,5184.45,4.0,97.217
REC-00560,Fan,Day,Utilities,77.147,64.769,2.7715,14.254,109.91,4578.17,2.0,52.246
REC-00561,,Evening,Process-B,66.486,75.746,0.6505,2.686,115.39,10725.34,2.0,66.702
REC-00562,Pump,Evening,Process-A,51.082,63.933,1.2812,3.55,102.8,4037.24,3.0,68.164
REC-00563,Fan,Day,Utilities,97.886,58.779,1.635,6.651,39.83,9483.63,2.0,44.811
REC-00564,,Night,Process-A,92.125,60.464,1.3276,3.132,134.3,14650.17,2.0,82.794
REC-00565,Fan,,Process-A,79.556,61.043,1.0857,5.607,102.87,4401.47,2.0,54.251
REC-00566,Pump,Day,Packaging,42.211,73.607,1.564,10.503,40.6,9687.44,0.0,59.815
REC-00567,Motor,Day,Packaging,77.927,71.486,0.9465,6.592,103.6,5502.62,1.0,38.893
REC-00568,Compressor,Day,Utilities,74.202,75.357,1.9327,6.45,24.93,6338.11,0.0,85.637
REC-00569,Motor,Night,Utilities,88.052,66.726,1.0738,3.218,24.87,7520.02,1.0,50.419
REC-00570,Pump,Day,Process-A,41.93,71.472,2.343,3.803,44.5,2672.15,1.0,58.769
REC-00571,Fan,Evening,Packaging,71.031,75.131,2.3291,9.151,59.37,10061.89,0.0,64.146
REC-00572,Compressor,Evening,Packaging,110.0,61.943,3.982,1.981,196.59,1309.5,1.0,90.644
REC-00573,Pump,Night,Process-B,65.732,79.827,,10.445,74.77,6206.54,1.0,78.144
REC-00574,Fan,Day,Process-A,53.031,54.111,2.8992,17.439,26.6,,1.0,45.166
REC-00575,Fan,Evening,Process-B,87.253,51.65,1.5837,6.2,28.53,6710.35,2.0,72.061
REC-00576,Compressor,Day,Process-B,66.225,68.046,1.7324,8.047,112.99,2469.44,1.0,68.888
REC-00577,Fan,Evening,Process-A,53.362,55.005,2.4992,12.221,168.27,6375.72,2.0,74.399
REC-00578,,,Process-B,79.449,71.289,1.2483,2.282,159.48,2671.45,3.0,63.762
REC-00579,Fan,Night,Process-A,75.602,60.362,0.689,20.454,86.02,7737.79,1.0,86.275
REC-00580,Pump,Night,Packaging,52.768,61.314,2.3656,14.515,95.6,5849.47,2.0,80.648
REC-00581,,Day,Utilities,68.486,75.62,1.6563,11.36,79.33,3566.1,1.0,66.254
REC-00582,Compressor,Day,Process-A,110.0,69.622,1.519,11.687,,2430.28,0.0,80.234
REC-00583,Pump,Day,Packaging,59.549,81.084,3.7312,3.98,56.87,989.69,0.0,74.387
REC-00584,Pump,Night,Process-A,78.692,68.366,1.6799,11.814,147.02,9140.99,0.0,80.756
REC-00585,Motor,Evening,Utilities,74.596,72.013,,4.392,139.18,9488.51,3.0,49.603
REC-00586,Motor,Day,Packaging,91.506,54.906,0.8542,12.2,16.7,8287.68,1.0,50.344
REC-00587,Pump,Day,Utilities,73.301,72.588,2.2527,1.257,269.59,11157.39,0.0,77.024
REC-00588,Pump,Night,Process-B,71.971,63.857,3.346,3.502,41.02,,2.0,73.562
REC-00589,Compressor,Day,Process-A,69.567,62.008,1.342,3.35,102.6,7332.84,,75.568
REC-00590,Motor,Night,Process-A,77.562,62.744,1.3598,9.312,80.99,3471.85,1.0,58.204
REC-00591,Compressor,Night,Process-B,59.511,50.99,2.2025,6.184,115.49,2760.01,0.0,81.086
REC-00592,Pump,Day,Packaging,63.712,56.565,1.2626,8.148,197.46,,1.0,59.718
REC-00593,Fan,Day,Utilities,78.773,73.599,2.9908,1.296,93.47,3744.18,3.0,47.724
REC-00594,Motor,Day,Packaging,61.263,68.069,1.1797,1.909,6.89,3193.4,1.0,34.162
REC-00595,Motor,Night,Process-B,84.497,,0.6307,2.441,36.03,,1.0,62.539
REC-00596,Fan,Day,Process-B,82.52,59.128,1.461,22.0,86.18,8798.39,2.0,69.693
REC-00597,Fan,Day,Process-B,89.184,73.244,2.4121,2.04,135.72,7566.3,0.0,71.982
REC-00598,Motor,Evening,Process-A,99.381,60.658,0.5359,4.863,132.7,3641.15,0.0,50.066
REC-00599,Compressor,Evening,Packaging,76.096,58.678,,14.222,51.9,2287.81,1.0,53.647
REC-00600,Fan,Day,Packaging,74.296,65.162,1.0335,9.1,,13928.8,3.0,61.426
REC-00601,Fan,Day,Process-A,53.853,67.276,6.1134,6.791,23.62,3086.79,1.0,66.093
REC-00602,Motor,Day,Process-A,68.3,77.343,1.5147,10.196,130.81,5329.83,2.0,62.57
REC-00603,Fan,Day,Process-A,46.428,76.459,2.1529,5.444,165.29,,3.0,60.836
REC-00604,Fan,Evening,Process-A,66.798,71.214,2.1548,,20.97,2765.59,1.0,51.004
REC-00605,Fan,Day,Process-A,88.247,77.893,1.8621,5.223,14.49,9944.42,2.0,66.545
REC-00606,Pump,Night,Utilities,64.927,,0.8892,9.65,44.29,4685.63,1.0,72.787
REC-00607,Compressor,Day,Utilities,91.367,64.925,3.4681,9.637,107.33,4340.37,0.0,81.124
REC-00608,Compressor,Night,Utilities,74.371,74.461,,6.451,81.06,2812.99,0.0,79.88
REC-00609,Compressor,Night,Process-A,64.278,37.747,,3.625,166.75,4914.49,0.0,81.505
REC-00610,Fan,Night,Packaging,61.2,71.028,1.6315,8.092,79.04,3593.04,1.0,40.827
REC-00611,Motor,Evening,Utilities,62.55,60.17,1.487,2.462,71.68,3988.65,1.0,40.491
REC-00612,Motor,Day,Process-A,53.859,74.39,2.4502,3.194,20.05,4472.33,2.0,50.673
REC-00613,Fan,Day,Utilities,65.555,80.133,,2.674,42.47,,0.0,28.94
REC-00614,Pump,Day,Utilities,69.558,89.785,1.2517,8.257,51.9,10208.36,1.0,73.567
REC-00615,Fan,Day,Utilities,66.92,48.234,2.9543,2.691,94.15,4604.92,0.0,37.689
REC-00616,Fan,Evening,Process-B,46.532,59.22,0.5974,1.864,36.35,3973.38,0.0,46.656
REC-00617,Pump,Day,Utilities,101.973,66.173,1.8098,4.586,86.43,3301.48,2.0,66.45
REC-00618,Pump,Evening,Packaging,108.406,85.485,2.5097,4.408,,12690.87,1.0,92.778
REC-00619,Pump,Night,Process-A,71.821,35.0,3.9388,3.72,124.18,6105.12,3.0,85.054
REC-00620,Pump,Night,Utilities,63.493,78.301,1.2054,8.829,,8971.29,1.0,85.506
REC-00621,Motor,Evening,Packaging,56.322,53.955,3.8245,5.855,98.17,8215.75,3.0,59.709
REC-00622,Pump,Day,Utilities,56.157,60.896,1.1664,9.554,146.35,10703.94,0.0,60.442
REC-00623,Pump,Evening,Process-B,49.096,64.759,1.2474,11.275,82.5,1555.87,1.0,61.542
REC-00624,Motor,Night,Process-B,66.192,73.98,3.1548,13.4,132.77,5357.38,4.0,99.891
REC-00625,Fan,Day,Process-B,75.485,57.631,,3.83,164.74,,0.0,51.12
REC-00626,,Night,Packaging,86.05,86.608,3.0025,3.417,49.06,6733.04,3.0,122.139
REC-00627,Motor,Day,Process-B,64.315,65.987,1.0612,3.966,62.38,6871.05,2.0,64.881
REC-00628,Fan,Day,Process-B,91.73,51.952,1.6767,2.175,32.54,5327.2,0.0,31.812
REC-00629,,Night,Packaging,53.547,52.11,1.5452,0.941,66.43,1647.3,0.0,47.922
REC-00630,Motor,Day,Packaging,80.857,58.613,1.526,10.168,11.39,2150.08,3.0,35.688
REC-00631,Motor,Evening,Utilities,73.465,64.525,0.8913,,134.01,8628.83,,55.872
REC-00632,Fan,Evening,Utilities,70.043,93.127,2.5153,5.295,41.82,3967.4,1.0,68.895
REC-00633,Compressor,Night,Process-B,73.57,,,22.0,125.37,7040.96,1.0,99.36
REC-00634,Pump,Day,Utilities,62.389,62.454,1.4939,1.856,79.06,7272.68,,44.508
REC-00635,Motor,Evening,Process-B,63.318,78.486,,8.837,60.82,2731.49,0.0,60.684
REC-00636,Compressor,Evening,Utilities,85.845,76.888,1.407,5.825,50.22,3192.04,3.0,82.516
REC-00637,Motor,Day,Process-A,70.409,78.942,1.553,4.981,38.68,6853.78,0.0,67.623
REC-00638,Pump,Evening,Process-B,64.767,68.261,1.0333,7.605,156.08,11403.13,1.0,81.714
REC-00639,Fan,Day,Process-B,86.448,60.109,1.7744,4.824,160.74,4326.3,1.0,61.304
REC-00640,Compressor,Day,Utilities,69.265,,1.1005,7.331,58.61,3667.7,2.0,60.941
REC-00641,Compressor,Day,Process-B,69.537,76.705,0.3339,5.635,44.44,1121.75,1.0,70.883
REC-00642,Fan,,Packaging,94.479,63.795,1.2239,6.259,68.1,3097.24,1.0,36.397
REC-00643,Motor,Day,Process-B,67.153,72.6,2.4181,0.766,137.37,3992.28,2.0,60.136
REC-00644,Compressor,Evening,Process-B,70.426,53.026,0.701,9.687,111.96,5180.21,3.0,88.158
REC-00645,Motor,Day,Packaging,44.882,48.818,3.1948,,201.5,5216.85,1.0,54.829
REC-00646,Pump,Evening,Process-A,31.447,76.935,0.8564,3.373,,596.93,0.0,45.459
REC-00647,Pump,Evening,Process-B,60.23,,1.3926,3.183,,5766.71,1.0,66.542
REC-00648,Motor,Day,Process-B,110.0,57.357,1.6017,4.324,86.55,17586.39,2.0,81.697
REC-00649,Pump,Night,Process-A,74.428,68.844,0.7211,12.245,10.87,6378.31,1.0,64.991
REC-00650,Pump,Day,Process-A,64.895,72.576,2.5256,6.607,58.24,1846.36,0.0,49.8
REC-00651,Motor,Night,Process-A,91.101,88.182,1.8349,5.41,,3391.74,1.0,75.209
REC-00652,Motor,Night,Packaging,81.901,,1.8841,2.763,109.59,7101.85,0.0,50.688
REC-00653,Fan,Evening,Process-A,55.631,62.546,0.6764,3.683,66.27,10586.33,1.0,51.073
REC-00654,Pump,Day,Process-B,61.01,69.072,1.0311,3.466,191.7,5433.65,0.0,62.202
REC-00655,Fan,Day,Packaging,68.002,46.565,2.0452,7.378,29.12,2802.7,0.0,42.503
REC-00656,Motor,Day,Process-A,74.73,68.271,2.0783,9.554,155.62,4879.35,0.0,55.357
REC-00657,Pump,Night,Process-B,80.911,,2.1914,9.336,66.67,5504.7,2.0,95.311
REC-00658,Fan,Day,Process-B,105.427,65.932,,8.806,28.2,5194.74,2.0,57.487
REC-00659,Motor,Day,Utilities,50.341,59.519,2.7703,3.183,22.81,2136.88,0.0,37.548
REC-00660,Compressor,Day,Process-A,81.612,62.731,1.6437,3.217,153.4,4647.45,1.0,79.66
REC-00661,Fan,Evening,Process-B,71.779,68.685,1.6333,3.6,94.2,5019.51,1.0,56.316
REC-00662,Pump,Day,Process-B,110.0,54.151,1.0004,8.103,105.28,808.88,2.0,60.428
REC-00663,Fan,Evening,Utilities,95.732,83.073,1.6398,7.43,29.77,3107.29,1.0,59.186
REC-00664,Fan,Evening,Process-A,105.473,79.99,1.4912,8.653,91.81,9648.11,2.0,71.489
REC-00665,Fan,Day,Process-A,96.553,66.436,1.3801,15.166,90.59,3180.01,2.0,59.658
REC-00666,Motor,Evening,Packaging,83.555,,0.9598,5.767,18.76,5883.27,2.0,58.55
REC-00667,Fan,Night,Process-A,109.422,48.017,2.1371,5.224,23.29,6154.24,0.0,66.092
REC-00668,Compressor,Day,Process-A,81.738,86.703,1.1326,11.199,42.73,5326.66,0.0,82.586
REC-00669,Pump,Evening,Process-B,71.974,62.548,1.1531,5.556,177.13,13697.29,4.0,90.72
REC-00670,,Day,Packaging,91.823,74.284,0.8384,11.573,111.8,3098.66,3.0,77.539
REC-00671,Motor,Day,Process-B,,74.833,2.2226,5.04,66.44,8368.58,1.0,62.915
REC-00672,Pump,Day,Packaging,54.281,63.357,2.8265,5.916,77.34,6319.01,2.0,54.015
REC-00673,Fan,Day,Process-B,66.662,72.922,1.9639,1.8,12.1,1946.08,1.0,39.309
REC-00674,,Day,Process-A,70.889,67.365,1.4123,,135.29,12529.38,2.0,62.543
REC-00675,Compressor,Night,Process-A,57.244,59.273,2.3225,3.757,201.8,3984.37,1.0,83.454
REC-00676,Pump,Night,Process-B,89.31,52.564,1.6364,3.217,64.05,6115.41,1.0,81.69
REC-00677,Pump,Night,Process-A,44.935,56.446,2.2188,7.89,22.95,4733.64,1.0,64.135
REC-00678,Compressor,Day,Process-B,67.084,76.836,0.8045,1.634,54.38,3267.05,2.0,80.959
REC-00679,Compressor,Day,Process-A,87.915,,2.4825,0.369,76.05,8644.35,0.0,90.717
REC-00680,Compressor,Day,Utilities,63.387,66.593,1.0207,1.045,68.27,6883.37,1.0,62.542
REC-00681,Compressor,Night,Process-A,91.425,64.557,2.1059,3.978,65.78,5600.35,0.0,85.694
REC-00682,Pump,Evening,Process-A,60.543,70.171,2.263,11.041,27.34,15918.02,0.0,70.173
REC-00683,Motor,Evening,Process-A,85.614,48.808,0.4226,1.757,82.78,6110.51,0.0,52.094
REC-00684,Compressor,Evening,Packaging,96.341,61.893,1.0107,18.207,25.59,5927.98,1.0,86.246
REC-00685,Pump,Day,Process-A,69.146,67.338,1.9067,9.548,47.09,10233.89,3.0,75.609
REC-00686,Fan,Day,Packaging,49.481,73.917,,,52.92,1987.84,4.0,35.477
REC-00687,Motor,Night,Process-B,64.134,49.091,1.9055,10.48,,13289.87,0.0,74.1
REC-00688,Motor,Day,Utilities,57.29,66.877,2.8637,4.763,65.67,12353.71,3.0,51.052
REC-00689,Compressor,Day,Process-B,68.372,,1.5116,1.447,145.53,1673.95,3.0,65.225
REC-00690,,Day,Packaging,86.557,58.949,1.6148,9.759,114.6,13450.03,0.0,56.143
REC-00691,Fan,Night,,71.871,62.809,0.7683,2.992,52.55,2227.89,2.0,63.417
REC-00692,Motor,Night,Packaging,56.769,68.206,0.8589,2.889,174.33,3197.28,1.0,46.356
REC-00693,Motor,Evening,Utilities,,84.605,1.6448,4.799,103.27,6819.99,,76.136
REC-00694,Compressor,Day,Utilities,71.189,51.778,1.0096,5.576,49.24,3850.94,0.0,68.258
REC-00695,Motor,Day,Process-B,97.385,,1.3483,5.655,52.18,5884.78,2.0,69.917
REC-00696,Pump,Day,Process-A,100.612,55.376,2.4418,5.532,131.34,4777.97,3.0,71.221
REC-00697,Motor,Night,Utilities,51.063,65.915,1.6431,11.115,134.2,6044.6,2.0,68.871
REC-00698,Motor,Day,Packaging,52.015,70.426,1.2403,4.922,78.58,4370.66,3.0,49.465
REC-00699,Motor,,Process-A,45.395,75.476,1.0465,,153.57,2959.61,2.0,59.943
REC-00700,Compressor,Day,Utilities,54.583,52.049,0.8248,9.536,50.42,2032.65,3.0,67.068
REC-00701,Motor,Day,Process-A,56.281,57.436,3.2637,12.796,26.06,2477.8,,62.499
REC-00702,Pump,Day,Utilities,81.401,55.078,1.5757,0.945,16.6,3904.21,4.0,58.03
REC-00703,Motor,Evening,Packaging,66.532,74.303,1.4773,10.867,91.17,3142.22,0.0,44.43
REC-00704,Pump,Day,Utilities,94.011,51.06,1.1637,6.556,92.31,6988.77,5.0,77.343
REC-00705,Pump,Evening,Process-A,53.392,,2.2947,4.801,122.79,7354.6,2.0,67.692
REC-00706,Pump,Evening,Process-A,80.958,,0.8589,1.802,20.42,9708.47,2.0,67.47
REC-00707,Motor,Evening,Utilities,86.812,66.743,3.9437,6.423,17.1,2550.76,0.0,47.55
REC-00708,Motor,Day,Utilities,37.331,58.259,1.3698,8.589,107.05,2258.34,1.0,48.499
REC-00709,Motor,Evening,Process-B,65.237,61.637,4.7322,,56.19,995.01,4.0,77.882
REC-00710,,Day,Packaging,59.211,,1.9783,4.562,48.08,3122.36,3.0,56.04
REC-00711,Motor,Evening,Utilities,56.761,80.267,0.8353,5.661,127.93,8428.46,1.0,62.841
REC-00712,Motor,Day,Packaging,80.843,72.202,1.8987,,140.12,4091.85,1.0,61.645
REC-00713,Pump,Evening,Utilities,83.805,58.508,2.2314,2.772,32.12,893.59,1.0,52.7
REC-00714,Pump,Evening,Process-B,54.195,64.584,1.2192,5.333,48.18,7930.32,0.0,72.421
REC-00715,Motor,Night,Utilities,59.746,,1.4818,10.756,56.01,3105.96,3.0,75.889
REC-00716,Compressor,Day,Utilities,65.285,65.333,0.8857,18.351,,3701.24,1.0,60.318
REC-00717,Fan,Night,Utilities,70.638,61.068,0.7685,7.768,42.65,2245.4,1.0,52.94
REC-00718,Motor,Evening,Process-B,60.733,82.418,1.2747,3.553,150.1,260.17,1.0,53.376
REC-00719,Compressor,Day,Packaging,50.89,79.954,1.0864,4.495,105.09,2057.18,1.0,56.416
REC-00720,Motor,,Process-B,61.75,74.952,2.5925,,17.39,3267.84,1.0,78.637
REC-00721,Compressor,Day,Packaging,59.986,63.422,1.2238,6.918,107.74,4536.71,1.0,51.61
REC-00722,,Evening,Process-A,59.33,60.136,1.19,3.533,13.51,8202.66,,65.557
REC-00723,Compressor,Day,Process-A,,55.41,3.1057,5.912,123.38,1598.25,1.0,84.387
REC-00724,Pump,Day,Utilities,94.027,79.647,1.0219,3.008,18.53,10288.25,1.0,66.534
REC-00725,Fan,Day,Process-A,91.445,58.045,4.2307,6.287,113.82,4211.97,4.0,67.295
REC-00726,Fan,Day,Utilities,61.48,58.885,1.8325,9.568,101.22,3878.16,2.0,41.728
REC-00727,Fan,Evening,Packaging,69.206,63.575,1.8133,8.16,117.79,1899.17,2.0,37.779
REC-00728,Compressor,Day,Process-A,86.343,70.078,1.2939,9.6,121.81,11387.59,5.0,109.264
REC-00729,Fan,Day,Process-B,82.718,63.049,2.17,3.012,189.93,2255.29,1.0,65.469
REC-00730,Pump,Evening,Packaging,45.011,58.887,0.3658,8.453,48.21,7912.14,0.0,42.887
REC-00731,Fan,Day,Packaging,75.538,52.775,2.201,6.939,161.6,1028.0,3.0,46.75
REC-00732,Compressor,Evening,Process-B,,88.616,1.2355,1.236,128.42,2478.17,0.0,88.929
REC-00733,Fan,Evening,Utilities,43.168,,1.3813,5.926,35.65,,1.0,52.227
REC-00734,Pump,Night,Utilities,,74.465,2.5271,4.072,26.6,11727.5,0.0,89.235
REC-00735,Motor,Night,Process-B,57.736,62.333,1.3843,5.409,194.64,8809.06,2.0,88.083
REC-00736,Compressor,Night,Utilities,80.144,71.036,2.5268,2.084,28.3,5604.03,1.0,85.125
REC-00737,Pump,Evening,Utilities,63.067,37.893,1.2597,4.313,79.94,2665.21,1.0,38.742
REC-00738,Motor,Night,Packaging,69.763,81.97,2.2971,3.879,37.51,9738.4,2.0,71.811
REC-00739,Compressor,Day,Packaging,83.987,66.639,2.1088,9.226,70.35,6859.45,0.0,83.668
REC-00740,Pump,Day,,63.636,66.904,1.3438,4.736,18.27,4734.32,2.0,51.195
REC-00741,Motor,Night,Process-A,81.983,68.546,1.236,4.024,15.9,,1.0,60.577
REC-00742,Fan,Evening,Utilities,,72.559,3.3949,2.56,53.19,10135.09,0.0,60.298
REC-00743,Motor,Day,Process-A,70.557,78.931,1.1838,3.746,114.72,11848.25,3.0,66.335
REC-00744,,Day,Packaging,77.531,59.398,3.6215,6.33,72.2,8213.57,1.0,58.845
REC-00745,Fan,Evening,Utilities,77.529,,1.2446,,112.37,5203.86,2.0,60.83
REC-00746,Motor,Evening,Process-B,81.772,63.242,3.5931,0.449,77.27,5789.15,3.0,68.859
REC-00747,,Day,Process-B,71.956,80.275,1.9312,,91.06,5668.08,3.0,75.198
REC-00748,Pump,Evening,Utilities,65.63,60.302,1.8818,5.416,11.03,1182.19,2.0,54.975
REC-00749,Motor,Evening,Process-B,72.144,60.652,3.0359,7.494,21.33,11564.37,1.0,73.759
REC-00750,Compressor,Day,Process-B,80.646,71.941,2.021,3.15,,5634.45,2.0,78.522
REC-00751,Pump,Day,Process-A,67.615,59.329,2.5821,4.572,84.41,4858.35,2.0,64.77
REC-00752,Pump,Evening,Packaging,44.722,56.086,0.9176,4.049,113.04,3172.73,3.0,47.559
REC-00753,Compressor,Evening,Utilities,72.775,79.946,1.2109,5.141,19.36,1889.2,2.0,60.413
REC-00754,Motor,Day,Packaging,88.698,63.702,1.0825,12.103,62.49,8195.82,2.0,38.952
REC-00755,Fan,Day,Utilities,91.849,51.103,0.8605,11.653,68.34,3894.78,0.0,37.674
REC-00756,Motor,Day,Process-A,76.837,69.51,2.235,2.709,8.81,5364.27,4.0,60.152
REC-00757,Compressor,Night,Process-B,61.377,72.37,3.4607,6.775,89.05,6360.21,0.0,99.123
REC-00758,Pump,Day,Packaging,58.005,65.943,1.5507,2.097,68.65,2726.34,0.0,34.615
REC-00759,Compressor,Day,Utilities,104.035,56.692,3.5314,0.648,30.01,3044.99,0.0,64.413
REC-00760,Motor,Evening,Utilities,94.821,,1.1412,10.925,264.0,7553.47,0.0,61.934
REC-00761,,Night,Packaging,68.547,68.566,0.66,8.326,232.2,1733.24,4.0,76.628
REC-00762,Fan,Day,Utilities,49.335,65.164,4.0692,10.489,85.96,5147.98,0.0,55.45
REC-00763,Motor,Day,Packaging,81.19,66.37,3.1306,3.019,58.3,4702.38,2.0,46.849
REC-00764,Fan,Day,Utilities,106.082,63.043,0.9257,8.502,54.93,1487.98,1.0,54.14
REC-00765,Compressor,Night,Packaging,72.559,66.334,2.0799,3.653,119.44,2864.28,3.0,75.734
REC-00766,Motor,Day,Process-A,89.43,78.429,2.4903,7.17,36.43,2634.67,1.0,61.298
REC-00767,Compressor,Evening,Process-B,79.753,53.3,0.8525,2.047,38.36,2473.27,0.0,52.929
REC-00768,Pump,Night,Process-B,64.953,43.842,0.776,3.824,31.38,11238.92,3.0,81.326
REC-00769,Fan,Day,Process-B,,60.139,2.2104,8.821,85.31,3982.8,2.0,63.409
REC-00770,Fan,Evening,Process-A,39.525,85.766,1.6089,3.342,279.02,1356.35,2.0,63.252
REC-00771,Motor,Day,Process-A,102.408,56.587,1.5332,2.892,56.23,3216.72,1.0,50.831
REC-00772,Pump,Night,Process-A,59.969,62.202,2.9611,10.058,46.38,4987.12,2.0,75.876
REC-00773,,Day,Packaging,83.546,80.449,1.9706,6.633,,6117.22,1.0,72.914
REC-00774,Motor,Day,Process-B,66.167,74.44,1.4161,3.746,66.66,2527.93,1.0,61.275
REC-00775,Pump,Night,Packaging,89.808,84.092,1.6188,3.749,40.07,8048.75,2.0,85.957
REC-00776,Pump,Day,Process-B,82.306,67.651,1.9592,8.303,66.22,4057.71,3.0,77.636
REC-00777,Motor,Day,Utilities,46.432,53.164,1.6037,6.827,34.4,2641.09,1.0,34.332
REC-00778,Motor,Day,Process-B,68.503,58.043,,6.112,70.94,2268.82,3.0,57.817
REC-00779,Compressor,Day,Packaging,79.965,41.899,,7.086,106.86,4765.23,1.0,73.898
REC-00780,Fan,Day,Utilities,57.395,78.248,1.2739,4.013,76.05,2676.4,1.0,51.624
REC-00781,Motor,Day,Process-A,64.414,62.37,4.3847,9.042,214.73,2736.88,0.0,68.83
REC-00782,Motor,Night,Process-A,79.478,,2.8172,1.782,46.16,2928.53,3.0,67.145
REC-00783,Motor,Night,Process-B,49.765,61.265,1.8734,4.514,41.07,5389.52,0.0,64.435
REC-00784,Pump,Evening,Packaging,75.149,84.886,,9.375,72.77,1327.44,1.0,77.19
REC-00785,Fan,Day,Process-B,87.61,,2.9087,8.696,112.33,6889.1,,72.838
REC-00786,Pump,Day,,68.153,70.464,1.2975,15.411,14.06,1683.16,0.0,64.765
REC-00787,Motor,Day,Process-B,80.42,64.058,1.5771,5.989,17.48,6816.97,1.0,48.946
REC-00788,Pump,Night,Process-A,60.55,72.913,1.4444,7.764,186.02,4866.36,0.0,76.666
REC-00789,Compressor,Day,Process-B,69.986,49.189,3.6606,1.789,92.02,9532.82,2.0,93.592
REC-00790,Fan,Day,Process-A,67.004,73.652,1.8518,2.356,125.66,6187.55,0.0,53.332
REC-00791,Pump,Night,Utilities,73.822,62.46,1.7706,6.04,54.7,3281.3,2.0,65.474
REC-00792,Fan,Day,Process-B,82.993,81.048,0.7822,,57.72,11060.63,0.0,53.645
REC-00793,Pump,Night,Process-A,,61.532,1.3255,2.556,73.5,1071.41,0.0,46.119
REC-00794,Pump,Evening,Utilities,67.272,67.189,1.1837,6.43,160.67,3128.07,2.0,61.306
REC-00795,Motor,Evening,Packaging,91.961,69.976,2.498,,131.17,5655.23,1.0,60.267
REC-00796,Motor,Night,,64.368,62.117,,9.923,260.37,1489.91,2.0,67.375
REC-00797,Motor,Day,Packaging,77.847,72.642,0.7751,2.757,119.7,6585.4,1.0,44.528
REC-00798,Compressor,Day,Process-B,66.747,74.368,,13.353,37.65,1733.43,1.0,82.324
REC-00799,Compressor,Night,,104.219,73.431,2.6175,2.684,25.25,7354.39,1.0,109.513
REC-00800,Motor,Night,Process-B,79.335,78.939,3.1657,,74.3,2273.87,0.0,78.434
REC-00801,Motor,Day,Process-B,69.154,66.293,3.5507,2.925,64.01,4659.71,2.0,62.361
REC-00802,Fan,Day,,79.331,70.966,1.3715,8.429,197.62,3913.31,0.0,51.802
REC-00803,Motor,,Process-B,67.439,57.577,2.1809,3.312,100.43,7257.22,2.0,76.552
REC-00804,Compressor,Day,Utilities,77.796,63.458,2.0592,9.551,257.86,6507.26,2.0,69.574
REC-00805,Motor,Day,Utilities,73.818,82.932,2.3486,3.734,144.02,11879.12,2.0,78.054
REC-00806,Pump,Night,Process-B,68.763,68.645,1.0407,6.247,66.13,4933.97,0.0,73.846
REC-00807,Compressor,Evening,Process-B,60.071,77.093,2.1796,7.927,121.89,10071.37,1.0,88.344
REC-00808,Pump,Evening,Process-B,,73.417,0.4175,4.751,102.92,1116.64,0.0,50.897
REC-00809,Pump,Day,Process-A,84.812,78.399,1.4228,6.993,70.04,10809.54,2.0,74.753
REC-00810,Motor,Day,Packaging,64.188,66.361,3.8907,12.059,109.46,1131.22,3.0,58.917
REC-00811,Compressor,Night,Process-B,58.845,72.499,1.2771,9.376,186.44,3551.14,2.0,89.749
REC-00812,Pump,Day,Utilities,73.693,59.121,3.4132,9.09,42.54,4720.24,1.0,70.026
REC-00813,Compressor,Day,Utilities,84.247,72.539,2.0609,17.636,59.96,3734.63,1.0,85.609
REC-00814,Compressor,Night,Process-A,83.762,78.534,1.9767,1.487,90.54,4541.88,1.0,93.02
REC-00815,Pump,Day,Process-A,94.07,75.406,1.0985,7.64,86.38,5693.66,0.0,60.653
REC-00816,Pump,Night,Utilities,76.493,48.934,0.7078,6.053,20.01,7158.27,1.0,70.24
REC-00817,Motor,Evening,Process-B,71.805,56.912,1.9234,6.167,76.62,1780.64,2.0,62.226
REC-00818,Motor,Evening,Process-A,66.937,55.645,0.8754,7.536,44.41,1320.31,2.0,44.635
REC-00819,,Night,Utilities,53.518,67.578,0.4939,1.695,73.76,2841.43,2.0,49.39
